,title,price,date,review
238,반다이남코 테일즈 오브 베스페리아 리마스터 SWITCH,"140,730",2019.01,18
239,반다이남코 리틀 나이트메어 SWITCH,"28,090",2018.05,8
240,반다이 점프 포스 SWITCH,"58,060",2020.08,28
241,와이어드 프로덕션 아비치 인벡터 : 앙코르 에디션 SWITCH,"31,170",2020.09,4
242,MLB RBI Baseball 20 SWITCH,"55,900",2020.03,0
243,도쿄RPG팩토리 로스트 스피어 SWITCH,"32,990",2021.01,11
244,팀 체리 할로우 나이트 SWITCH,"29,890",2019.12,6
245,제로디브 사이쿄 컬렉션 Vol.2 SWITCH,"34,990",2018.11,38
246,제로디브 사이쿄 컬렉션 Vol.1 SWITCH,"31,970",2018.09,29
247,Furyu 칼리굴라 2 SWITCH,출시예정,2021.09,0
248,CFK 홍마성 레밀리아 비색의 교향곡 SWITCH,출시예정,2021.12,0
249,Nintendo 캡틴 토드: 트레져 트래커 SWITCH,"43,670",2018.07,1
250,리벨리온 디벨롭먼트 좀비 아미 트릴로지 SWITCH,"62,220",2020.03,0
251,도쿄RPG팩토리 제물과 눈의 세츠나 SWITCH,"39,230",2020.10,1
252,WayForward 샨테와 일곱 사이렌 SWITCH,"38,060",2020.10,24
253,나츠메 릴 피싱 로드 트립 어드벤처 SWITCH,"29,250",2020.06,5
254,컴파일하트 신옥탑 메리스켈터 2 SWITCH,"171,110",2019.08,55
255,EA 니드 포 스피드: 핫 퍼슈트 리마스터 SWITCH,"27,040",2020.11,19
256,스퀘어에닉스 성검전설 3 트라이얼스 오브 마나 SWITCH,"48,980",2020.04,213
257,Fishing Cactus 아리와 사계절의 비밀 SWITCH,"13,830",2020.09,18
258,코에이 테크모 데드 오어 얼라이브 익스트림3 스칼렛 SWITCH,"59,800",2019.03,3
259,인티 크리에이츠 걸 건 2 SWITCH,"46,290",2018.06,14
260,Nintendo 폭권 토너먼트 DX,"71,990",2017.09,11
261,반다이남코 디지몬 스토리: 사이버 슬루스 해커스 메모리 SWITCH,"119,790",2019.10,0
262,WFS 피싱 스타 월드 투어 + 피싱 컨트롤러 패키지 SWITCH,"42,550",2020.03,8
263,D3 퍼블리셔 오메가 라비린스 라이프 SWITCH,"51,420",2019.08,53
264,팀 17 오버쿡 1&2 번들 SWITCH,"54,900",2019.12,30
265,코에이 테크모 젤다무쌍 하이랄의 전설들 DX SWITCH,"67,380",2018.03,18
266,아크 시스템 웍스 블레이블루 크로스 태그 배틀 SWITCH,"12,780",2018.05,2
267,스퀘어에닉스 성검전설 콜렉션 SWITCH,"46,530",2017.06,1
268,HAL Laboratory 열일하는 UFO SWITCH,"9,801",2020.11,2
269,이온 랜드 클라우드펑크 SWITCH,"31,870",2020.11,8
270,마이크로이드 아스테릭스 & 오벨릭스 XXL 2 SWITCH,"22,500",2019.01,0
271,세가 테트리스 99 시즌패스 컴플리트 패키지 SWITCH,"9,900",2019.05,3
272,Nintendo 케이던스 오브 하이랄: 크립트 오브 더 네크로댄서 feat. 젤다의 전설 시즌 패스 SWITCH,"14,850",2019.06,1
273,Studio Wildcard 아크: 서바이벌 이볼브 SWITCH,"24,000",2018.11,1
274,세가 리틀 드래곤즈 카페 SWITCH,"24,160",2018.08,2
275,제로디브 사이쿄 컬렉션 Vol.3 SWITCH,"71,550",2019.05,1
276,JFI 게임즈 더스크 다이버 SWITCH,"37,530",2019.10,14
277,아크 시스템 웍스 킬라킬 더 게임 -IF SWITCH,"28,000",2019.07,26
278,세가 뿌요뿌요 e스포츠 SWITCH,"19,000",2019.06,0
279,BEEP 코튼 리부트! SWITCH,"36,620",2021.03,15
280,컴파일하트 한계돌파 모에로 크리스탈 H SWITCH,"50,210",2020.05,28
281,그란젤라 절체절명도시 4 플러스 -Summer Memories- SWITCH,"68,410",2020.04,6
282,유비소프트 저스트 댄스 2019 SWITCH,"97,190",2018.10,7
283,건파이어 게임즈 크로노스: 비포 디 애쉬 SWITCH,"9,450",2020.12,18
284,아크 시스템 웍스 진구지 사부로 더블팩 SWITCH,"59,370",2019.12,35
285,에덴 게임즈 기어 클럽 언리미티드2 SWITCH,"46,560",2019.01,10
286,세가 투 포인트 캠퍼스 SWITCH,출시예정,2022.12,0
287,테일즈샵 기적의 분식집 SWITCH,출시예정,2021.12,0
288,EA 번아웃 파라다이스 리마스터 SWITCH,"73,760",2020.06,0
289,Animu Game 포워드 투 더 스카이 SWITCH,"36,880",2021.02,2
290,WayForward 트롤헌터: 아카디아의 수호자 SWITCH,"9,750",2020.10,12
291,코에이 테크모 노부나가의 야망 창조 With 파워 업 키트 SWITCH,"200,700",2017.03,0
292,Nintendo 젤다의 전설 브레스 오브 더 와일드 속편 (가칭) SWITCH,출시예정,2022.12,0
293,Furyu 베이블레이드 버스트 배틀제로 SWITCH,"35,550",2019.02,30
294,유비소프트 모노폴리 SWITCH,"40,000",2017.11,0
295,아크 시스템 웍스 미스트오버 SWITCH,"34,560",2020.01,11
296,시티 커넥션 닌자 자자마루군 컬렉션 SWITCH,"16,830",2019.12,13
297,Nintendo 스플래툰 3 SWITCH,출시예정,2022.12,0
298,프로즌바이트 트라인 4 악몽의 왕자 SWITCH,"27,430",2019.10,12
299,반다이남코 도라에몽 진구의 목장이야기 SWITCH,"74,070",2019.07,17
300,세가 소닉 매니아 플러스 SWITCH,"26,360",2018.07,29
301,니폰이치 소프트웨어 데스티니 커넥트 SWITCH,"22,190",2019.05,27
302,Nintendo 닌텐도 라보 토이콘 04: VR 키트 슬림 버전 바주카 SWITCH,"36,620",2019.04,22
303,TT 게임즈 레고 DC 슈퍼 빌런 SWITCH,"26,240",2018.11,32
304,빅벤 TT 아일 오브 맨 2 SWITCH,"52,340",2020.05,3
305,팀 17 무빙아웃 SWITCH,"43,880",2020.04,58
306,리틀 프렌즈 -독스 & 캣츠- SWITCH,"53,050",2019.04,40
307,505게임즈 고스트러너 SWITCH,"36,880",2021.01,8
308,Furyu 모델 데뷔 #니콜라 SWITCH,"47,600",2020.04,16
309,코에이 테크모 무쌍 오로치 3 SWITCH,"48,800",2018.09,65
310,Nintendo 고 베케이션 SWITCH,"50,700",2018.07,16
311,유비소프트 레이맨 레전드 데피니티브 에디션 SWITCH,"22,740",2017.12,31
312,Nintendo 슈퍼 스매시브라더스 얼티밋 파이터 패스 Vol.2 SWITCH,"32,076",2020.01,21
313,세가 블레이드 아크스 리벨리온 프롬 샤이닝 SWITCH,"41,620",2019.03,5
314,나츠메아타리 하베스트 문: 매드 대쉬 SWITCH,"26,300",2019.11,2
315,거스트 루루아의 아틀리에 ~ 알란드의 연금술사 4 ~ SWITCH,"55,010",2019.05,80
316,캡콤 메가맨 11 운명의 톱니바퀴 SWITCH,"46,000",2018.10,1
317,칼립소 미디어 트로피코 6 SWITCH,"45,550",2020.12,13
318,반다이남코 가면라이더 메모리 오브 히어로즈 SWITCH,"58,960",2020.10,20
319,유비소프트 어쌔신 크리드 3 리마스터 SWITCH,"93,950",2019.05,2
320,인티 크리에이츠 드래곤 마크드 포 데스 SWITCH,"48,800",2019.03,6
321,워너브라더스 모탈 컴뱃 11 SWITCH,"35,900",2019.04,2
322,EA 플랜츠 VS 좀비 네이버빌의 대난투 SWITCH,"41,140",2021.03,4
323,키위웍스 마녀의 샘 3 리:파인 SWITCH,"35,690",2020.12,22
324,아크 시스템 웍스 언더나이트 인버스 엑셀레이트 클레어 SWITCH,"31,990",2020.02,3
325,스퀘어에닉스 멋진 이 세계 SWITCH,"30,000",2018.10,2
326,SNK SNK 히로인즈 태그 팀 프렌지 SWITCH,"46,490",2018.09,16
327,세가 뿌요뿌요 테트리스 S SWITCH,"46,750",2017.12,154
328,타이토 전차로 GO!! 달려라 야마노테선 SWITCH,"57,000",2021.03,3
329,TEAM HORAY 던그리드 SWITCH,"29,990",2020.09,6
330,Nintendo 스플래툰 2 옥토 익스팬션 SWITCH,"83,754",2019.05,19
331,인티 크리에이츠 푸른 뇌정 건볼트 스트라이커 팩 SWITCH,"52,200",2018.10,1
332,니폰이치 소프트웨어 루프란의 지하미궁과 마녀의 여단 SWITCH,"98,500",2018.09,0
333,반다이남코 나의 히어로 원즈 저스티스 2 SWITCH,"50,410",2020.03,15
334,TT 게임즈 레고 인크레더블 SWITCH,"24,800",2018.07,8
335,Nintendo 슈퍼 스매시브라더스 얼티밋 파이터 패스 SWITCH,"27,000",2019.11,9
336,반다이남코 걸즈 앤 판처 드림 탱크 매치 디럭스 SWITCH,"127,790",2019.02,0
337,Nintendo 닌텐도 라보 토이콘 01: 버라이어티 키트 SWITCH,"59,800",2018.04,5
338,KONAMI 슈퍼 봄버맨 R SWITCH,"58,000",2017.03,0
339,캡콤 록맨 X 애니버서리 컬렉션 2 SWITCH,"70,300",2018.07,0
340,505게임즈 스나이퍼 엘리트 3 얼티메이트 에디션 SWITCH,"78,930",2019.10,1
341,스퀘어에닉스 파이널 판타지 X/X-2 HD 리마스터 SWITCH,"93,190",2019.04,0
342,문 스튜디오 오리와 도깨비 불 SWITCH,"75,300",2020.12,1
343,세가 팀 소닉 레이싱 SWITCH,"65,520",2019.05,0
344,Nintendo 슈퍼마리오 오디세이 + 조이콘 그립 패키지 SWITCH,"56,800",2017.12,0
345,반다이남코 소드 아트 온라인 페이탈 불릿 컴플리트 에디션 SWITCH,"89,000",2019.08,51
346,마벨러스 엔터테인먼트 섬란 카구라 피치 볼 SWITCH,"64,300",2019.05,21
347,유비소프트 트라이얼 라이징 골드 에디션 SWITCH,"19,602",2019.02,29
348,아크 시스템 웍스 해피 버스데이즈 SWITCH,"19,380",2018.03,8
349,Kadokawa 루트레터 라스트 앤서 SWITCH,"53,230",2019.04,6
350,해미몬트 게임즈 빅터 브란 오버킬 에디션 SWITCH,"69,900",2018.08,51
351,일본 컬롬비아 집에서 리락쿠마: 리락쿠마가 우리집에 왔다 SWITCH,"45,790",2020.11,0
352,캡콤 노예 팔마 리프레인 SWITCH,"95,290",2020.03,0
353,세가 퍼펙트! 슈퍼 몽키 볼 SWITCH,"20,500",2019.10,14
354,베데스다 소프트웍스 엘더 스크롤 5: 스카이림 SWITCH,"56,490",2017.12,1
355,아트딩크 네오 아틀라스 1469 SWITCH,"55,010",2019.05,5
356,Nintendo 스시 스트라이커: 스시도의 길,"46,100",2018.06,1
357,스퀘어에닉스 로맨싱 사가 2 SWITCH,출시예정,2021.12,0
358,Nintendo 굿 잡! SWITCH,"19,602",2020.03,3
359,Kadokawa 루트필름 SWITCH,"96,170",2020.08,0
360,코에이 테크모 파이어 엠블렘 무쌍 시즌패스 SWITCH,"24,750",2018.08,2
361,THQ 다크사이더스 제네시스 SWITCH,"39,310",2020.02,39
362,킬로톤 게임즈 브이 랠리 4 SWITCH,"47,500",2019.01,10
363,리자드큐브 원더보이: 드래곤즈 트랩 SWITCH,일시품절,2017.12,1
364,DMM 게임즈 걸메탈 SWITCH,"59,900",2018.02,0
365,Nintendo 닌텐도 라보 토이콘 02: 로봇 키트 SWITCH,"46,180",2018.04,5
366,위피 스튜디오 디스 이즈 더 폴리스 2 SWITCH,"24,300",2018.10,1
367,아크 시스템 웍스 다운타운 난투행진곡 마하 SWITCH,"22,500",2019.10,23
368,유비소프트 어쌔신 크리드 레벨 컬렉션 SWITCH,"38,990",2019.12,1
369,빅앤트 스튜디오 테니스 월드 투어 2 SWITCH,"40,890",2020.10,7
370,Nintendo 박스보이! + 박스걸! SWITCH,"11,880",2019.04,3
371,Nintendo 젤다의 전설 브레스 오브 더 와일드 + 네오 무선 컨트롤러 패키지 SWITCH,"96,920",2018.02,0
372,아크 시스템 웍스 월드엔드 신드롬,"56,590",2018.04,0
373,유비소프트 스포츠 파티 SWITCH,"79,800",2018.10,0
374,5pb 메모리즈 오프 -이노센 피유- SWITCH,"248,500",2018.10,0
375,누리조이 슈퍼비트 소닉 SWITCH,"44,800",2017.12,0
376,스퀘어에닉스 드래곤 퀘스트 X 올인원 패키지 SWITCH,"53,320",2017.09,0
377,TYPE-MOON 월희 -어 피스 오브 블루 글래스 문- SWITCH,출시예정,2021.12,0
378,모션 트윈 데드 셀 SWITCH,"60,500",2018.08,1
379,Nintendo 젤다의 전설 브레스 오브 더 와일드 + 네오 유선 컨트롤러 패키지 SWITCH,"109,000",2018.02,0
380,코에이 테크모 무쌍 오로치 3 얼티밋 SWITCH,"58,890",2019.12,1
381,다카라토미 조이드 와일드 킹 오브 블래스트 SWITCH,"57,990",2019.10,16
382,MOSS 칼라드리우스 블레이즈 SWITCH,일시품절,2019.07,27
383,스퀘어에닉스 사가 스칼렛 그레이스 SWITCH,"89,760",2018.08,0
384,EA 피파 19 SWITCH,"68,240",2018.09,22
385,반다이남코 디즈니 썸썸 페스티벌 SWITCH,"92,890",2019.10,0
386,SUCCESS 우미하라 카와세 Fresh! -도와줘! 카와세- SWITCH,"22,000",2020.04,1
387,Nintendo 마리오 + 래비드 스파크 오브 호프 SWITCH,출시예정,2022.12,0
388,마벨러스 엔터테인먼트 룬 팩토리 4 스페셜 SWITCH,"70,600",2019.12,43
389,EA 피파 18 SWITCH,"125,000",2018.02,9
390,타이토 다리우스 코즈믹 레버레이션 SWITCH,"60,270",2021.03,4
391,패러독스 인터랙티브 엠파이어 오브 신 SWITCH,"41,680",2021.02,0
392,KONAMI 실황 파워풀 프로 야구 2019 SWITCH,"50,310",2019.09,12
393,플라이하이 웍스 사이터스 알파 SWITCH,"57,690",2019.04,14
394,쉬버 스크리블너츠 쇼다운 SWITCH,"39,110",2018.04,2
395,마벨러스 엔터테인먼트 페이트/엑스텔라 SWITCH,일시품절,2017.12,1
396,일본 컬롬비아 두근두근 동물 랜드 SWITCH,"42,520",2018.07,26
397,코에이 테크모 파이어 엠블렘 무쌍 SWITCH,"52,270",2017.09,2
398,Nintendo 파이어 엠블렘 풍화설월 익스팬션 패스 SWITCH,"27,720",2019.07,77
399,Nintendo 루이지 맨션 3 멀티 플레이팩 SWITCH,"75,042",2019.12,8
400,FDG 엔터테인먼트 몬스터 보이와 저주받은 왕국 SWITCH,"38,920",2019.12,22
401,반다이남코 드래곤볼 제노버스 2 SWITCH,"77,350",2017.09,4
402,캡콤 몬스터 헌터 더블 크로스 SWITCH,"69,060",2017.08,8
403,Nintendo 스니퍼클립스 플러스 SWITCH,"94,800",2018.02,1
404,반다이남코 갓 이터 3 SWITCH,"44,820",2019.07,1
405,픽키 레미로어~소녀와 이세계와 마도서~ SWITCH,"40,290",2019.03,26
406,Nintendo 제노블레이드 크로니클스 2 익스팬션 패스 SWITCH,"96,822",2020.09,12
407,마벨러스 엔터테인먼트 목장이야기 다시 만난 미네랄 타운의 친구들 SWITCH,"108,000",2019.10,2
408,건파이어 게임즈 다크사이더스 2 데시니티브 에디션 SWITCH,"31,890",2019.09,15
409,요트 클럽 게임즈 삽질 기사: 매장된 보물 SWITCH,"43,400",2020.01,25
410,Nintendo 동키 콩 컨트리: 트로피컬 프리즈 SWITCH,"149,800",2018.05,1
411,Mass Creation 사무라이 포스:참! SWITCH,"34,800",2021.01,7
412,테일즈샵 당신을 기다리는 여우 SWITCH,일시품절,2020.04,0
413,인티 크리에이츠 건볼트 크로니클: 루미너스 어벤저 iX SWITCH,"36,220",2019.09,8
414,마벨러스 엔터테인먼트 페이트/엑스텔라 링크 SWITCH,"94,500",2019.01,1
415,타이토 다리우스 코즈믹 컬렉션 SWITCH,"47,990",2019.04,24
416,니폰이치 소프트웨어 요마와리 컴플리트 SWITCH,"97,990",2018.10,0
417,세가 소닉 포시즈 SWITCH,"83,680",2017.12,1
418,반다이남코 원피스 해적무쌍3 SWITCH,"59,990",2017.12,2
419,Nintendo 동키콩 컨트리: 트로피컬 프리즈 SWITCH,"64,152",2018.05,1
420,반다이남코 점프 포스 SWITCH,"80,820",2020.10,2
421,TT 게임즈 레고 무비 2 비디오 게임 SWITCH,"36,830",2019.03,10
422,유비소프트 레전더리 피싱 SWITCH,"73,990",2018.09,2
423,반다이남코 나루토 질풍전 나루티밋 스톰 트릴로지 SWITCH,"94,590",2018.04,3
424,2K 게임즈 NBA 2K18 SWITCH,"35,000",2017.12,30
425,Nintendo 도쿄 미라주 세션 #FE 앙코르 SWITCH,"87,100",2020.01,1
426,레벨 파이브 요괴워치4 SWITCH,"43,790",2019.06,2
427,TT 게임즈 레고 마블 슈퍼 히어로즈 2 SWITCH,"78,990",2018.02,1
428,아크 시스템 웍스 탐정 진구지 사부로 프리즘 오브 아이즈 SWITCH,"32,990",2018.12,1
429,나츠메아타리 와일드 건즈 리로디드 SWITCH,"54,500",2018.04,1
430,오버킬 소프트웨어 페이데이 2 SWITCH,"135,800",2018.02,0
431,아크 시스템 웍스 다이달로스: 디 어웨이크닝 오브 골든 재즈 SWITCH,"49,290",2019.05,24
432,스퀘어에닉스 제물과 눈의 세츠나 SWITCH,"66,600",2017.03,0
433,반다이남코 태고의 달인 Nintendo Switch 버~전! + 북 컨트롤러 패키지 SWITCH,"86,300",2018.07,26
434,반다이남코 허긋토! 프리큐어 SWITCH,"56,010",2018.11,1
435,세가 샤이닝 레조넌스 리프레인 SWITCH,"48,310",2018.07,5
436,시티 커넥션 사이바리아 델타 SWITCH,"38,640",2018.08,1
437,Nintendo 닌텐도 라보 토이콘 03: 드라이브 키트 SWITCH,"90,700",2018.09,0
438,캡콤 몬스터 헌터 제너레이션 얼티메이트 SWITCH,"58,410",2018.08,0
439,2K 게임즈 NBA 2K19 SWITCH,"42,000",2018.09,0
440,코에이 테크모 무쌍 오로치 2 얼티밋 SWITCH,"78,480",2017.11,1
441,TT 게임즈 레고 시티 언더커버 SWITCH,"182,000",2017.04,0
442,베데스다 소프트웍스 둠 SWITCH,"96,850",2017.11,1
443,액티비전 크래쉬 밴디쿳 4: 이츠 어바웃 타임 SWITCH,"70,800",2021.03,0
444,마벨러스 엔터테인먼트 섬란 카구라 리플렉션 SWITCH,"45,990",2019.03,2
445,캡콤 록맨 클래식 컬렉션 1+2 SWITCH,"64,000",2018.05,3
446,팔콤 영웅전설 섬의 궤적 3 SWITCH,출시예정,2021.12,0
447,코에이 테크모 진 삼국무쌍 8 엠파이어스 SWITCH,출시예정,2021.12,0
448,베데스다 소프트웍스 울펜슈타인 2: 더 뉴 콜로서스 SWITCH,"68,000",2018.06,0
449,반다이남코 나의 히어로 원즈 저스티스 SWITCH,"59,800",2018.10,0
450,2K 게임즈 NBA 2K20 SWITCH,"58,000",2019.09,20
451,아크 시스템 웍스 큐브 크리에이터 X SWITCH,"29,457",2018.08,26
452,스퀘어에닉스 드래곤 퀘스트 히어로즈1 + 2 SWITCH,"146,310",2017.03,0
453,게임즈 팜 에어 컨플릭트 컬렉션 SWITCH,"46,900",2019.08,7
454,Furyu 칼리굴라 오버도즈 SWITCH,"76,500",2019.03,26
455,니폰이치 소프트웨어 라피스 리 어비스 SWITCH,"56,800",2019.02,17
456,마이크로이드 사이베리아 3 SWITCH,"45,830",2018.10,19
457,팔콤 영웅전설 섬의 궤적 4 SWITCH,출시예정,2021.12,0
458,락스타 게임즈 LA 느와르 SWITCH,"42,600",2017.11,0
459,세븐스 익스팬션 쓰르라미 울 적에 봉 SWITCH,"103,500",2018.07,0
460,빅벤 TT 아일 오브 맨 SWITCH,"61,500",2019.05,6
461,D3 퍼블리셔 THE 나메코퍼즐 ~나매코 대번식~ SWITCH,"26,100",2018.12,1
462,텔테일 게임즈 배트맨 텔테일 시리즈 SWITCH,"45,000",2017.11,0
463,Furyu 도라에몽 진구의 신공룡 SWITCH,"44,800",2021.08,0
464,유비소프트 저스트 댄스 2022 SWITCH,출시예정,2021.11,0
465,캡콤 록맨 제로/ZX 더블 히어로 콜렉션 SWITCH,"115,970",2020.02,0
466,워너브라더스 레고 스타워즈: 스카이워커 사가 SWITCH,출시예정,2021.12,0
467,스퀘어에닉스 프로젝트 트라이앵글 스트레티지 SWITCH,출시예정,2022.12,0
468,JUSTDAN 몽키 배럴즈 SWITCH,"64,800",2020.12,0
469,RIPPLES 넥소몬: 익스팅션 SWITCH,"48,180",2020.12,0
470,Nintendo 제노블레이드 크로니클스 1 + 2 SWITCH,"120,520",2020.09,0
471,MOSS 라이덴 5 디렉터스 컷 리미티드 에디션 SWITCH,일시품절,2019.07,0
472,H2 Interactive 스컬리 SWITCH,"67,700",2020.08,0
473,스퀘어에닉스 월드 오브 파이널 판타지 맥시마 SWITCH,"51,790",2019.02,0
474,Atmos Games 네버송 & 핀스트라이프 합본 SWITCH,"31,100",2020.10,5
475,아크 시스템 웍스 쿠니오군 더 월드 클래식 컬렉션 SWITCH,"71,820",2018.12,0
476,딥 실버 메트로 리덕스 SWITCH,"69,190",2020.02,1
477,반다이남코 닌자 박스 SWITCH,"40,150",2019.12,7
478,매스 미디어 게임즈 카니발 게임즈 SWITCH,일시품절,2018.11,0
479,게임프리크 기가 레커 알트 SWITCH,"37,500",2019.10,4
480,캡콤 드래곤즈 도그마: 다크 어리즌 SWITCH,"50,220",2019.04,6
481,팀 17 오버쿡 2 SWITCH,"55,000",2018.09,11
482,킨 게임즈 포탈 나이츠 SWITCH,"58,320",2018.04,0
483,사이오닉스 로켓 리그 SWITCH,"68,810",2017.11,0
484,코에이 테크모 진격의 거인 2 SWITCH,"160,120",2018.03,0
485,에덴 게임즈 기어 클럽 언리미티드 SWITCH,"44,730",2017.12,0
486,자이언츠 소프트웨어 파밍 시뮬레이터 Nintendo Switch Edition SWITCH,"102,240",2017.12,0
